,Country,hdi_2009,hdi_2019,hdi_var,edu_2009,edu_2019,edu_var,pov_index
143, Saint Kitts and Nevis,0.7400000095367432,0.7789999842643738,0.038999974727630615,12.699999809265137,13.800000190734863,1.1000003814697266,0.14128972589969635
144, Saint Lucia,0.7279999852180481,0.7590000033378601,0.03100001811981201,13.399999618530273,14.0,0.6000003814697266,0.007000000216066837
145, Saint Vincent and the Grenadines,0.7200000286102295,0.7379999756813049,0.01799994707107544,13.600000381469727,14.100000381469727,0.5,0.14128972589969635
146, Samoa,0.6909999847412109,0.7149999737739563,0.02399998903274536,12.5,12.699999809265137,0.19999980926513672,0.14128972589969635
147, Sao Tome and Principe,0.5559999942779541,0.625,0.0690000057220459,10.600000381469727,12.699999809265137,2.09999942779541,0.09200000017881393
148, Saudi Arabia,0.7960000038146973,0.8539999723434448,0.05799996852874756,13.600000381469727,16.100000381469727,2.5,0.14128972589969635
149, Senegal,0.460999995470047,0.5120000243186951,0.05100002884864807,7.699999809265137,8.600000381469727,0.9000005722045898,0.2879999876022339
150, Serbia,0.765999972820282,0.8059999942779541,0.04000002145767212,13.600000381469727,14.699999809265137,1.0999994277954102,0.0010000000474974513
151, Seychelles,0.7540000081062317,0.7960000038146973,0.041999995708465576,13.300000190734863,14.199999809265137,0.8999996185302734,0.003000000026077032
152, Sierra Leone,0.39399999380111694,0.4519999921321869,0.057999998331069946,8.699999809265137,10.199999809265137,1.5,0.296999990940094
153, Singapore,0.8880000114440918,0.9380000233650208,0.050000011920928955,14.5,16.399999618530273,1.8999996185302734,0.14128972589969635
154, Slovakia,0.824999988079071,0.8600000143051147,0.0350000262260437,14.899999618530273,14.5,-0.39999961853027344,0.14128972589969635
155, Slovenia,0.8849999904632568,0.9169999957084656,0.03200000524520874,17.0,17.600000381469727,0.6000003814697266,0.14128972589969635
156, Solomon Islands,0.5170000195503235,0.5669999718666077,0.04999995231628418,9.5,10.199999809265137,0.6999998092651367,0.14128972589969635
157, South Africa,0.6549999713897705,0.7089999914169312,0.054000020027160645,12.800000190734863,13.800000190734863,1.0,0.02500000037252903
158, South Sudan,0.6834031939506531,0.43299999833106995,0.0407150536775589,12.550268173217773,5.300000190734863,0.8245989680290222,0.5799999833106995
159, Spain,0.8650000095367432,0.9039999842643738,0.038999974727630615,16.399999618530273,17.600000381469727,1.2000007629394531,0.14128972589969635
160, Sri Lanka,0.7490000128746033,0.7820000052452087,0.03299999237060547,13.5,14.100000381469727,0.6000003814697266,0.010999999940395355
161, Sudan,0.46799999475479126,0.5099999904632568,0.041999995708465576,7.300000190734863,7.900000095367432,0.5999999046325684,0.27900001406669617
162, Suriname,0.7070000171661377,0.7379999756813049,0.030999958515167236,12.199999809265137,13.199999809265137,1.0,0.010999999940395355
163, Sweden,0.9049999713897705,0.9449999928474426,0.04000002145767212,15.699999809265137,19.5,3.8000001907348633,0.14128972589969635
164, Switzerland,0.9350000023841858,0.9549999833106995,0.019999980926513672,15.399999618530273,16.299999237060547,0.8999996185302734,0.14128972589969635
165, Syrian Arab Republic,0.6740000247955322,0.5669999718666077,-0.10700005292892456,11.5,8.800000190734863,-2.6999998092651367,0.028999999165534973
166, Tajikistan,0.6330000162124634,0.6679999828338623,0.034999966621398926,11.0,11.699999809265137,0.6999998092651367,0.028999999165534973
167, Tanzania (United Republic of),0.4740000069141388,0.5289999842643738,0.054999977350234985,8.699999809265137,8.100000381469727,-0.5999994277954102,0.27300000190734863
168, Thailand,0.722000002861023,0.7770000100135803,0.05500000715255737,13.300000190734863,15.0,1.6999998092651367,0.003000000026077032
169, Timor-Leste,0.6110000014305115,0.6060000061988831,-0.004999995231628418,11.800000190734863,12.600000381469727,0.8000001907348633,0.20999999344348907
170, Togo,0.4560000002384186,0.5149999856948853,0.058999985456466675,11.0,12.699999809265137,1.6999998092651367,0.18000000715255737
171, Tonga,0.6930000185966492,0.7250000238418579,0.03200000524520874,13.100000381469727,14.399999618530273,1.2999992370605469,0.14128972589969635
172, Trinidad and Tobago,0.7820000052452087,0.7960000038146973,0.013999998569488525,12.800000190734863,13.0,0.19999980926513672,0.0020000000949949026
173, Tunisia,0.7089999914169312,0.7400000095367432,0.03100001811981201,14.399999618530273,15.100000381469727,0.7000007629394531,0.003000000026077032
174, Turkey,0.7200000286102295,0.8199999928474426,0.09999996423721313,13.0,16.600000381469727,3.6000003814697266,0.14128972589969635
175, Turkmenistan,0.6834031939506531,0.7149999737739563,0.0407150536775589,10.600000381469727,11.199999809265137,0.5999994277954102,0.0010000000474974513
176, Uganda,0.4869999885559082,0.5440000295639038,0.057000041007995605,10.899999618530273,11.399999618530273,0.5,0.26899999380111694
177, Ukraine,0.7490000128746033,0.7789999842643738,0.029999971389770508,14.800000190734863,15.100000381469727,0.3000001907348633,0.0010000000474974513
178, United Arab Emirates,0.8190000057220459,0.8899999856948853,0.07099997997283936,12.100000381469727,14.300000190734863,2.1999998092651367,0.14128972589969635
179, United Kingdom,0.906000018119812,0.9319999814033508,0.02599996328353882,16.100000381469727,17.5,1.3999996185302734,0.14128972589969635
180, United States,0.9120000004768372,0.9259999990463257,0.013999998569488525,16.100000381469727,16.299999237060547,0.1999988555908203,0.14128972589969635
181, Uruguay,0.7749999761581421,0.8169999718666077,0.041999995708465576,15.0,16.799999237060547,1.7999992370605469,0.14128972589969635
182, Uzbekistan,0.6600000262260437,0.7200000286102295,0.06000000238418579,11.399999618530273,12.100000381469727,0.7000007629394531,0.14128972589969635
183, Vanuatu,0.5889999866485596,0.609000027179718,0.020000040531158447,10.800000190734863,11.699999809265137,0.8999996185302734,0.14128972589969635
184, Venezuela (Bolivarian Republic of),0.7559999823570251,0.7110000252723694,-0.04499995708465576,14.0,12.800000190734863,-1.1999998092651367,0.14128972589969635
185, Viet Nam,0.6589999794960022,0.7039999961853027,0.04500001668930054,11.899999618530273,12.699999809265137,0.8000001907348633,0.01899999938905239
186, Yemen,0.5019999742507935,0.4699999988079071,-0.03199997544288635,8.5,8.800000190734863,0.3000001907348633,0.2409999966621399
187, Zambia,0.5170000195503235,0.5839999914169312,0.06699997186660767,11.0,11.5,0.5,0.23199999332427979
188, Zimbabwe,0.4580000042915344,0.5709999799728394,0.11299997568130493,10.0,11.0,1.0,0.10999999940395355
